StartTime: 2025-07-11 12:32:21
Timestamp;W;A;D;Space;HP;HRV;State;Breathing;Death;EnemiesVisible;Checkpoint;X;Y
0,00;0;0;0;0;85;0;0;0;0;0;0;-14,00;20,19
0,00;0;0;0;0;85;42;0;0;0;0;0;-14,00;20,19
0,02;0;0;0;0;85;42;0;0;0;0;0;-14,00;20,16
0,04;0;0;0;0;85;42;0;0;0;0;0;-14,00;20,12
0,05;0;0;0;0;85;42;0;0;0;0;0;-14,00;20,06
0,07;0;0;0;0;85;42;0;0;0;0;0;-14,00;19,99
0,09;0;0;0;0;85;42;0;0;0;0;0;-14,00;19,99
0,10;0;0;0;0;85;42;0;0;0;0;0;-14,00;19,91
0,12;0;0;0;0;85;42;0;0;0;0;0;-14,00;19,82
0,14;0;0;0;0;85;42;0;0;0;0;0;-14,00;19,71
0,15;0;0;0;0;85;42;0;0;0;0;0;-14,00;19,58
0,17;0;0;0;0;85;42;0;0;0;0;0;-14,00;19,44
0,19;0;0;0;0;85;42;0;0;0;0;0;-14,00;19,44
0,20;0;0;0;0;85;42;0;0;0;0;0;-14,00;19,29
0,22;0;0;0;0;85;42;0;0;0;0;0;-14,00;19,13
0,24;0;0;0;0;85;42;0;0;0;0;0;-14,00;18,95
0,25;0;0;0;0;85;42;0;0;0;0;0;-14,00;18,76
0,27;0;0;0;0;85;42;0;0;0;0;0;-14,00;18,55
0,29;0;0;0;0;85;42;0;0;0;0;0;-14,00;18,55
0,30;0;0;0;0;85;42;0;0;0;0;0;-14,00;18,33
0,32;0;0;0;0;85;42;0;0;0;0;0;-14,00;18,10
0,34;0;0;0;0;85;42;0;0;0;0;0;-14,00;17,85
0,35;0;0;0;0;85;42;0;0;0;0;0;-14,00;17,59
0,37;0;0;0;0;85;42;0;0;0;0;0;-14,00;17,32
0,39;0;0;0;0;85;42;0;0;0;0;0;-14,00;17,32
0,40;0;0;0;0;85;42;0;0;0;0;0;-14,00;17,03
0,42;0;0;0;0;85;42;0;0;0;0;0;-14,00;16,73
0,44;0;0;0;0;85;42;0;0;0;0;0;-14,00;16,41
0,45;0;0;0;0;85;42;0;0;0;0;0;-14,00;16,08
0,47;0;0;0;0;85;42;0;0;0;0;0;-14,00;15,74
0,49;0;0;0;0;85;42;0;0;0;0;0;-14,00;15,74
0,50;0;0;0;0;85;42;0;0;0;0;0;-14,00;15,38
0,52;0;0;0;0;85;42;0;0;0;0;0;-14,00;15,01
0,54;0;0;0;0;85;42;0;0;0;0;0;-14,00;14,62
0,55;0;0;0;0;85;42;0;0;0;0;0;-14,00;14,23
0,57;0;0;0;0;85;42;0;0;0;0;0;-14,00;13,81
0,59;0;0;0;0;85;42;0;0;0;0;0;-14,00;13,81
0,60;0;0;0;0;85;42;0;0;0;0;0;-14,00;13,39
0,62;0;0;0;0;85;42;0;0;0;0;0;-14,00;12,95
0,63;0;0;0;0;85;42;0;0;0;0;0;-14,00;12,50
0,65;0;0;0;0;85;42;0;0;0;0;0;-14,00;12,03
0,67;0;0;0;0;85;42;0;0;0;0;0;-14,00;11,55
0,68;0;0;0;0;85;42;0;0;0;0;0;-14,00;11,55
0,70;0;0;0;0;85;42;0;0;0;0;0;-14,00;11,05
0,72;0;0;0;0;85;42;0;0;0;0;0;-14,00;10,55
0,73;0;0;0;0;85;42;0;0;0;0;0;-14,00;10,02
0,75;0;0;0;0;85;42;0;0;0;0;0;-14,00;9,49
0,77;0;0;0;0;85;42;0;0;0;0;0;-14,00;8,94
0,78;0;0;0;0;85;42;0;0;0;0;0;-14,00;8,94
0,80;0;0;0;0;85;42;0;0;0;0;0;-14,00;8,38
0,82;0;0;0;0;85;42;0;0;0;0;0;-14,00;7,80
